Time, Milliseconds," ""tia""       "," ""TIA_AM_SCHA""           "," ""tqi_gs_fast_dec"""," ""tqi_gs_fast_inc"""," ""pv_av""     "," ""LAMB_LS_UP[1]""           "," ""LAMB_LS_UP[2]""           "," ""state_eng"" "," ""teg_dyn_up_cat[1]"""," ""TEG_DYN_UP_CAT[2]""           "," ""fup""       "," ""fup_sp""    "," ""pump_vol_vcv"""," ""efppwm""    "," ""fup_efp""   "," ""iga_av_mv"" "," ""TI_1_HOM[0]""           "," ""TI_1_HOM[3]""           "," ""amp_mes""   "," ""map""       "," ""map_mes""   "," ""map_1_mes"" "," ""map_2_mes"" "," ""pdt_mes""   "," ""maf""       "," ""iga_ad_1_knk[0]"""," ""iga_ad_1_knk[1]"""," ""iga_ad_1_knk[2]"""," ""iga_ad_1_knk[3]"""," ""iga_ad_1_knk[4]"""," ""iga_ad_1_knk[5]"""," ""lamb_sp[1]"""," ""LAMB_SP[2]""           "," ""tqi_av""    "," ""gear""      "," ""vs""        "," ""CAM_SP_IVVT_IN""           "," ""map_sp""    "," ""rfp_sp""    "," ""Short Term Fuel Trim - Bank 1""           "," ""Long Term Fuel Trim - Bank 1""           "," ""Short Term Fuel Trim - Bank 2""           "," ""Long Term Fuel Trim - Bank 2""           "," ""Engine RPM""           "," ""Ignition Timing Advance for #1 Cylinder""           "," ""Ambient air temperature""           "," ""Commanded Throttle Actuator Control""           "
21.896,21896,37.5,11.25,1023.96875,0,0,4,4,5,632.1625,628.6625,52939.855,35000.484,0,38.453674,5529.604,-19.5,0.90800005,0.9760001,1015.9055,386.39566,388.30276,393.36075,383.32773,342.44937,152.96274,0,0,0,0,0,0,1,1,0,6,148,95.25,377.77225,69.18823,0,-4.6875,0,0,2939.8655,-19,-1,11.372549
21.996,21996,37.5,11.25,1023.96875,0,0,4,4,5,629.1,625.6625,53173.35,35000.484,0,38.453674,5505.7236,-19.125,0.924,0.98,1015.9055,388.13693,387.30777,392.69742,382.00104,339.04977,156.29033,0,0,0,0,0,0,1,1,0,6,148,95.25,377.77225,69.00879,0,-4.6875,0,0,2935.8657,-19,-1,11.764706
22.096,22096,36.75,11.25,1023.96875,0,0,4,4,5,626.0375,622.6,53300.71,35000.484,0,38.386536,5548.1777,-19.125,0.896,0.95600003,1015.9055,383.49356,382.00104,387.63943,376.44556,336.97684,149.31725,0,0,0,0,0,0,1,1,0,6,147,95.25,377.026,68.829346,0,-4.6875,0,0,2928.866,-19,-1,11.764706
22.196,22196,36.75,11.25,1023.96875,0,0,4,4,5,622.975,619.5375,53422.766,35000.484,0,38.453674,5524.2974,-19.125,0.90400004,0.96000004,1015.9055,383.2448,383.2448,387.88818,378.68436,337.14267,151.24597,0,0,0,0,0,0,1,1,0,6,147,95.25,376.44556,68.6499,0,-4.6875,0,0,2924.8662,-19,-1,11.764706
22.296,22296,36.75,11.25,1023.96875,0,0,4,4,5,619.9125,616.5375,53656.26,35000.484,0,38.453674,5518.9907,-19.125,0.90000004,0.95600003,1015.9055,384.07397,382.49854,388.05402,377.026,336.811,154.72191,0,0,0,0,0,0,1,1,0,6,147,95.25,376.1968,68.47046,0,-4.6875,0,0,2919.8662,-19,-1,11.764706
22.396,22396,36.75,11.25,1023.96875,0,0,4,4,5,617.0375,613.6625,53810.156,35000.484,0,38.453674,5561.4443,-19.125,0.90000004,0.9480001,1015.9055,383.82523,381.7523,386.47858,377.026,334.73807,150.14383,0,0,0,0,0,0,1,1,0,6,146,95.25,375.94806,68.291016,0,-4.6875,0,0,2913.8667,-19,-1,11.764706
22.496,22496,36.75,11.25,1023.96875,0,0,4,4,5,614.225,610.85,53921.598,35000.484,0,38.453674,5564.0977,-19.125,0.896,0.952,1015.9055,381.2548,381.17188,385.81525,376.61142,334.73807,149.91069,0,0,0,0,0,0,1,1,0,6,146,95.25,373.2118,68.11157,0,-4.6875,0,0,2909.8667,-19,-1,11.372549
22.596,22596,36.75,11.25,1023.96875,0,0,4,4,5,611.475,608.1625,54139.176,35000.484,0,38.453674,5540.2173,-18.75,0.896,0.952,1015.9055,383.2448,384.40564,389.46362,379.4306,335.06973,155.16699,0,0,0,0,0,0,1,1,0,6,146,96,372.7972,68.11157,0,-4.6875,0,0,2902.8672,-19,-1,11.372549
22.696,22696,36,11.25,1023.96875,0,0,4,4,5,608.85,605.5375,54165.707,35000.484,0,38.453674,5548.1777,-18.75,0.892,0.93600005,1015.9055,381.08896,379.09894,384.32272,373.95804,332.49927,152.64482,0,0,0,0,0,0,1,1,0,6,145,96,373.2947,68.291016,0,-4.6875,0,0,2894.8674,-19,-1,11.372549
22.796,22796,36,11.25,1023.96875,0,0,4,4,5,606.2875,602.975,54388.59,35000.484,0,38.453674,5580.018,-18.75,0.88000005,0.94000006,1015.9055,377.93808,378.35266,384.65442,372.13385,333.74304,148.2575,0,0,0,0,0,0,1,1,0,6,145,96,372.7972,68.47046,0,-4.6875,0,0,2888.8677,-19,-1,11.372549
22.896,22896,36,11.25,1023.96875,0,0,4,4,5,603.725,600.475,54547.793,35000.484,0,38.453674,5587.978,-18.75,0.892,0.94400007,1015.9055,378.60144,381.17188,385.40067,377.026,337.3085,152.11494,0,0,0,0,0,0,1,1,0,6,145,96,371.71927,68.6499,0,-4.6875,0,0,2877.8682,-18.5,-1,11.372549
22.996,22996,36,11.25,1023.96875,0,0,4,4,5,601.2875,598.0375,54797.207,35000.484,0,38.386536,5548.1777,-18.375,0.88400006,0.952,1015.9055,380.01102,378.68436,384.48856,372.88013,334.5722,152.45407,0,0,0,0,0,0,1,1,0,6,144,97.125,369.31467,68.829346,0,-4.6875,0,0,2873.8684,-18.5,-1,11.372549
23.096,23096,36,11.25,1023.96875,0,0,4,4,5,598.9125,595.6,54919.26,35000.484,0,38.453674,5548.1777,-18.375,0.86800003,0.92,1015.9055,376.52847,372.96304,378.35266,367.6563,327.19257,150.24982,0,0,0,0,0,0,1,1,0,6,144,97.125,369.06592,69.00879,0,-4.6875,0,0,2872.8684,-18.5,-1,11.372549
23.196,23196,36,11.25,1023.96875,0,0,4,4,5,596.475,593.225,54919.26,35000.484,0,38.453674,5548.1777,-18.375,0.86800003,0.91200006,1015.9055,371.8851,371.47052,376.86017,366.1638,329.51425,150.18623,0,0,0,0,0,0,1,1,0,6,144,97.125,368.81717,69.18823,0,-4.6875,0,0,2867.8687,-18.5,-1,11.372549
23.296,23296,35.25,11.25,1023.96875,0,0,4,4,5,594.1,590.9125,55168.68,35000.484,0,38.453674,5582.6714,-18.375,0.8880001,0.93200004,1015.9055,374.7043,378.35266,384.07397,372.63138,335.06973,148.78737,0,0,0,0,0,0,1,1,0,6,143,97.125,367.90506,69.367676,0,-4.6875,0,0,2860.8691,-18.5,-1,11.372549
23.396,23396,35.25,11.25,1023.96875,0,0,4,4,5,591.7875,588.6,55359.72,35000.484,0,38.453674,5587.978,-18.375,0.88000005,0.93200004,1015.9055,374.95306,376.36264,381.00604,371.71927,332.9968,148.32109,0,0,0,0,0,0,1,1,0,6,143,97.125,368.40256,69.54712,0,-4.6875,0,0,2848.8696,-18.5,-1,11.372549
23.496,23496,35.25,11.25,1023.96875,0,0,4,4,5,589.5375,586.35,55418.094,35000.484,0,38.453674,5585.3247,-18,0.87600005,0.93200004,1015.9055,374.45554,373.2947,377.85516,368.81717,332.49927,147.0282,0,0,0,0,0,0,1,1,0,6,143,97.875,364.7542,69.72656,0,-4.6875,0,0,2845.8696,-18,-1,11.372549
23.596,23596,35.25,11.25,1023.96875,0,0,4,4,5,587.2875,584.1,55667.51,35000.484,0,38.453674,5556.1377,-18,0.864,0.91600007,1015.9055,372.3826,372.63138,377.35767,367.98798,329.763,146.49834,0,0,0,0,0,0,1,1,0,6,143,97.875,364.42252,69.906006,0,-4.6875,0,0,2835.87,-17.5,-1,11.372549
23.696,23696,35.25,11.25,1023.96875,0,0,4,4,5,585.0375,581.9125,55916.926,35000.484,0,38.453674,5558.791,-17.625,0.86,0.90800005,1015.9055,370.14383,370.5584,375.6164,365.58337,329.1826,150.41937,0,0,0,0,0,0,1,1,0,6,142,97.875,364.7542,70.08545,0,-4.6875,0,0,2826.8706,-17.5,-1,11.372549
23.796,23796,35.25,11.25,1023.96875,0,0,4,4,5,582.85,579.6625,55916.926,35000.484,0,38.453674,5558.791,-18,0.85600007,0.90800005,1015.9055,369.06592,369.89508,375.2018,364.58835,329.1826,150.39818,0,0,0,0,0,0,1,1,0,6,142,97.875,363.51044,70.26489,0,-4.6875,0,0,2820.8708,-18,-1,11.372549
23.896,23896,35.25,11.25,1023.96875,0,0,4,4,5,580.6,577.475,56166.344,35000.484,0,38.453674,5561.4443,-18,0.86,0.90400004,1015.9055,368.40256,371.3047,376.1968,366.41254,329.43134,150.6737,0,0,0,0,0,0,1,1,0,6,142,97.875,363.7592,70.444336,0,-4.6875,0,0,2818.8708,-18,-1,11.372549
23.995,23995,34.5,11.25,1023.96875,0,0,4,4,5,578.4125,575.2875,56166.344,35000.484,0,38.453674,5566.751,-18,0.864,0.91600007,1015.9055,368.73425,370.39258,375.28473,365.58337,330.2605,149.65636,0,0,0,0,0,0,1,1,0,6,141,99,360.69125,70.62378,0,-4.6875,0,0,2810.8713,-17.5,-1,10.980392
24.096,24096,34.5,11.25,1023.96875,0,0,4,4,5,576.225,573.1625,56410.453,35000.484,0,38.453674,5564.0977,-17.625,0.84800005,0.90400004,1015.9055,367.73923,367.73923,373.62637,361.85208,327.3584,149.61397,0,0,0,0,0,0,1,1,0,6,141,99,359.5304,70.80322,0,-4.6875,0,0,2799.8718,-17.5,-1,10.980392
24.196,24196,34.5,11.25,1023.96875,0,0,4,4,5,574.1,570.975,56543.12,35000.484,0,38.453674,5558.791,-17.625,0.84400004,0.892,1015.9055,364.92004,365.08588,370.14383,360.1108,324.0417,148.6602,0,0,0,0,0,0,1,1,0,6,141,99,358.53537,70.982666,0,-4.6875,0,0,2794.872,-17.5,-1,10.980392
24.296,24296,34.5,11.25,1023.96875,0,0,4,4,5,571.9125,568.85,56665.176,35000.484,0,38.453674,5566.751,-17.625,0.836,0.88000005,1015.9055,362.0179,362.18375,367.40756,356.95996,323.37836,146.244,0,0,0,0,0,0,1,1,0,6,140,99,359.28165,71.16211,0,-4.6875,0,0,2789.8723,-17.5,-1,10.980392
24.396,24396,34.5,11.25,1023.96875,0,0,4,4,5,569.7875,566.725,56914.59,35000.484,0,38.453674,5585.3247,-17.625,0.84000003,0.90000004,1015.9055,362.4325,366.82715,372.29968,361.4375,328.02173,149.55038,0,0,0,0,0,0,1,1,0,6,140,99,358.70123,71.34155,0,-4.6875,0,0,2785.8726,-17.5,-1,10.980392
24.496,24496,34.5,11.25,1023.96875,0,0,4,4,5,567.6,564.6,57041.953,35000.484,0,38.453674,5580.018,-17.625,0.85600007,0.90400004,1015.9055,364.6713,371.8851,377.026,366.82715,332.66513,152.49646,0,0,0,0,0,0,1,1,0,6,140,99,358.45245,71.520996,0,-4.6875,0,0,2782.8726,-17,-1,10.980392
24.596,24596,34.5,11.25,1023.96875,0,0,4,4,5,565.475,562.475,57164.008,35000.484,0,38.453674,5580.018,-16.875,0.84400004,0.892,1015.98846,364.50543,365.1688,369.06592,361.27167,323.21252,148.23631,0,0,0,0,0,0,1,1,0,6,140,99.75,355.55035,71.70044,0,-4.6875,0,0,2774.873,-17,-1,10.980392
24.697,24697,34.5,11.25,1023.96875,0,0,4,4,5,563.4125,560.4125,57164.008,35000.484,0,38.453674,5587.978,-16.875,0.82000005,0.86800003,1016.07135,362.0179,357.45746,363.01294,351.9849,320.47623,141.26323,0,0,0,0,0,0,1,1,0,6,139,99.75,355.2187,71.87988,0,-4.6875,0,0,2763.8735,-17,-1,10.980392
24.796,24796,33.75,11.25,1023.96875,0,0,4,4,5,561.35,558.35,57413.42,35000.484,0,38.453674,5585.3247,-16.875,0.808,0.85600007,1016.07135,357.6233,354.63828,360.5254,348.83405,315.91577,139.58884,0,0,0,0,0,0,1,1,0,6,139,99.75,353.64325,72.059326,0,-4.6875,0,0,2757.8738,-17,-1,10.980392
24.896,24896,33.75,11.25,1023.96875,0,0,4,4,5,559.225,556.225,57413.42,35000.484,0,38.453674,5609.2046,-16.875,0.81200004,0.85600007,1015.98846,355.55035,357.2087,361.18875,353.22867,321.1396,141.83548,0,0,0,0,0,0,1,1,0,6,139,99.75,355.7162,72.23877,0,-4.6875,0,0,2754.8738,-17,-1,10.980392
24.997,24997,33.75,11.25,1023.96875,0,0,4,4,5,557.1625,554.1625,57662.836,35000.484,0,38.453674,5606.5513,-16.875,0.82800007,0.88400006,1015.98846,358.61832,363.17877,368.5684,357.78912,328.51923,143.57346,0,0,0,0,0,0,1,1,0,6,138,99.75,355.63327,72.41821,0,-4.6875,0,0,2754.8738,-17,-1,10.980392
25.096,25096,33.75,11.25,1023.96875,0,0,4,4,5,555.0375,552.0375,57912.254,35000.484,0,38.453674,5614.5117,-16.875,0.82800007,0.88000005,1015.9055,361.60333,362.8471,367.98798,357.7062,325.61713,142.83163,0,0,0,0,0,0,1,1,0,6,138,100.875,352.64825,72.59766,0,-4.6875,0,0,2745.8743,-16.5,-1,10.588236
25.196,25196,33.75,11.25,1023.96875,0,0,4,4,5,552.975,550.0375,57928.176,35000.484,0,38.453674,5619.8184,-16.5,0.8,0.85200006,1015.9055,358.36954,356.37952,361.52042,351.32156,317.82288,144.37886,0,0,0,0,0,0,1,1,0,6,138,100.875,351.90198,72.7771,0,-4.6875,0,0,2740.8745,-16.5,-1,10.588236
25.296,25296,33.75,11.25,1023.96875,0,0,4,4,5,550.9125,547.975,58161.668,35000.484,0,38.453674,5593.2847,-16.5,0.8,0.836,1015.9055,354.14075,350.5753,356.46243,344.7711,317.4912,142.87402,0,0,0,0,0,0,1,1,0,6,137,101.25,350.49237,72.95654,0,-4.6875,0,0,2731.875,-16.5,-1,10.980392
25.396,25396,33.75,11.25,1023.96875,0,0,4,4,5,548.85,545.9125,58161.668,35000.484,0,38.453674,5598.5913,-16.5,0.804,0.84800005,1015.9055,352.64825,354.63828,360.27664,348.99988,318.56912,144.6332,0,0,0,0,0,0,1,1,0,6,137,101.25,351.0728,73.13599,0,-4.6875,0,0,2726.8752,-16.5,-1,10.980392
25.496,25496,33.75,11.25,1023.96875,0,0,4,4,5,546.7875,543.85,58347.406,35000.484,0,38.453674,5601.2446,-16.5,0.81200004,0.85600007,1015.9055,354.55533,358.2037,363.67627,352.8141,322.13458,141.55995,0,0,0,0,0,0,1,1,0,6,137,101.25,350.90698,73.31543,0,-4.6875,0,0,2721.8755,-16.5,-1,10.588236
25.596,25596,33,11.25,1023.96875,0,0,4,4,5,544.725,541.7875,58411.086,35000.484,0,38.453674,5630.4316,-16.5,0.81200004,0.85600007,1015.9055,355.88202,357.04288,361.27167,352.8141,322.13458,141.70831,0,0,0,0,0,0,1,1,0,6,137,102,347.1757,73.49487,0,-4.6875,0,0,2714.8757,-16,-1,10.588236
25.696,25696,33,11.25,1023.96875,0,0,4,4,5,542.6625,539.7875,58665.81,35000.484,0,38.453674,5635.7383,-16.125,0.8,0.84000003,1015.9055,352.0678,350.24362,355.05286,345.51733,314.1745,138.57149,0,0,0,0,0,0,1,1,0,6,137,102.375,345.849,73.67432,0,-4.6875,0,0,2708.876,-16,-1,10.588236
25.796,25796,33,11.25,1023.96875,0,0,4,4,5,540.6,537.7875,58909.918,35000.484,0,38.453674,5609.2046,-16.125,0.78400004,0.82800007,1015.9055,348.41943,346.92694,353.14575,340.70813,311.2724,141.89906,0,0,0,0,0,0,1,1,0,6,136,102.375,346.18066,73.85376,0,-4.6875,0,0,2698.8765,-16,-1,10.588236
25.896,25896,33,11.25,1023.96875,0,0,4,4,5,538.6,535.725,58909.918,35000.484,0,38.453674,5611.8584,-16.125,0.78400004,0.82000005,1015.9055,346.84402,349.33154,354.14075,344.60522,315.74994,142.217,0,0,0,0,0,0,1,1,0,6,136,102.375,346.4294,74.0332,0,-4.6875,0,0,2701.8762,-16,-1,10.588236
25.996,25996,33,11.25,1023.96875,0,0,4,4,5,536.475,533.6625,59159.332,35000.484,0,38.453674,5638.3916,-16.125,0.8,0.836,1015.9055,348.75113,352.8141,356.7112,348.91696,319.72998,140.35185,0,0,0,0,0,0,1,1,0,6,136,102.375,345.2686,74.21265,0,-4.6875,0,0,2696.8765,-16,-1,10.588236
26.096,26096,33,11.25,1023.96875,0,0,4,4,5,534.475,531.6,59159.332,35000.484,0,38.453674,5641.045,-16.125,0.804,0.84400004,1015.9055,350.32654,351.32156,355.96494,346.7611,318.90082,139.22853,0,0,0,0,0,0,1,1,0,6,135,102.375,345.10275,74.39209,0,-4.6875,0,0,2693.8767,-16,-1,10.588236
26.196,26196,33,11.25,1023.96875,0,0,4,4,5,532.4125,529.6,59345.07,35000.484,0,38.453674,5603.898,-16.125,0.78400004,0.82400006,1015.9055,348.75113,347.50735,353.31158,341.78604,314.1745,142.1958,0,0,0,0,0,0,1,1,0,6,135,103.875,342.5323,74.57153,0,-4.6875,0,0,2682.8772,-16,-1,10.588236
26.296,26296,33,11.25,1023.96875,0,0,4,4,5,530.4125,527.6,59408.75,35000.484,0,38.453674,5609.2046,-15.75,0.772,0.81200004,1015.9055,346.7611,344.68817,350.0778,339.38144,313.1795,135.49825,0,0,0,0,0,0,1,1,0,6,135,103.875,342.28354,74.75098,0,-4.6875,0,0,2678.8774,-16,-1,10.588236
26.396,26396,33,11.25,1023.96875,0,0,4,4,5,528.35,525.6,59663.473,35000.484,0,38.453674,5641.045,-15.75,0.76400006,0.8,1015.9055,343.27856,341.1227,346.6782,335.56723,307.0436,134.24776,0,0,0,0,0,0,1,1,0,6,135,103.875,341.45438,74.93042,0,-4.6875,0,0,2675.8774,-16,-1,10.588236
26.496,26496,33,11.25,1023.96875,0,0,4,4,5,526.35,523.5375,59912.887,35000.484,0,38.453674,5646.352,-15.75,0.772,0.808,1015.9055,341.78604,344.19064,348.75113,339.6302,312.01865,140.64857,0,0,0,0,0,0,1,1,0,6,135,103.875,341.86896,75.10986,0,-4.6875,0,0,2673.8777,-16,-1,10.588236
26.597,26597,33,11.25,1023.96875,0,0,4,4,5,524.2875,521.475,59912.887,35000.484,0,38.453674,5598.5913,-15.75,0.78000003,0.82400006,1015.9055,343.61023,348.99988,354.63828,343.36148,316.24744,143.57346,0,0,0,0,0,0,1,1,0,6,134,103.875,341.86896,75.31494,0,-4.6875,0,0,2663.878,-16,-1,10.588236
26.696,26696,33,11.25,1023.96875,0,0,4,4,5,522.225,519.475,60162.305,35000.484,0,38.453674,5614.5117,-15.75,0.74,0.78400004,1015.9055,345.93192,349.74612,355.13577,344.35648,316.66205,138.12639,0,0,0,0,0,0,1,1,0,6,134,104.25,341.6202,75.494385,0,-4.6875,0,0,2658.8782,-16,-1,10.588236
26.797,26797,32.25,11.25,1023.96875,0,0,4,4,5,520.225,517.475,60162.305,35000.484,0,38.453674,5611.8584,-15.75,0.72400004,0.76000005,1015.9055,343.61023,344.5223,350.0778,339.04977,310.4432,140.64857,0,0,0,0,0,0,1,1,0,6,134,104.25,338.55225,75.67383,0,-4.6875,0,0,2656.8784,-15,-1,10.196078
26.896,26896,32.25,11.25,1023.96875,0,0,4,4,5,518.1625,515.475,60353.348,35000.484,0,38.453674,5606.5513,-15.75,0.716,0.75600004,1015.9055,341.28854,343.36148,348.83405,337.97183,312.18448,135.05315,0,0,0,0,0,0,1,1,0,6,133,105,339.2156,75.85327,0,-4.6875,0,0,2649.8787,-15.5,-1,10.196078
26.996,26996,32.25,11.25,1023.96875,0,0,4,4,5,516.1625,513.475,60411.72,35000.484,0,38.453674,5646.352,-15,0.72800004,0.76400006,1015.9055,342.86398,344.68817,349.74612,339.6302,313.01367,136.53679,0,0,0,0,0,0,1,1,0,6,133,105,338.13766,76.032715,0,-4.6875,0,0,2646.879,-15,-1,10.196078
27.096,27096,32.25,11.25,1023.96875,0,0,4,4,5,514.1,511.4125,60602.76,35000.484,0,38.453674,5619.8184,-15,0.70400006,0.75200003,1015.9055,342.44937,339.6302,345.76608,333.5772,307.20944,137.95683,0,0,0,0,0,0,1,1,0,6,133,105,339.38144,76.21216,0,-4.6875,0,0,2638.8792,-15,-1,10.196078
27.196,27196,32.25,11.25,1023.96875,0,0,4,4,5,512.1,509.4125,60852.176,35000.484,0,38.453674,5622.4717,-15,0.69600004,0.72800004,1015.9055,338.55225,337.39142,342.9469,331.91885,306.9607,130.98375,0,0,0,0,0,0,1,1,0,6,133,105.375,340.45935,76.3916,0,-4.6875,0,0,2633.8794,-15,-1,10.588236
27.296,27296,32.25,11.25,1023.96875,0,0,4,4,5,510.1,507.4125,60910.55,35000.484,0,38.453674,5651.6587,-15,0.712,0.744,1015.9055,341.28854,343.02982,348.00485,338.05475,312.10156,139.84317,0,0,0,0,0,0,1,1,0,6,133,105.375,340.1277,76.571045,0,-4.6875,0,0,2630.8796,-15,-1,10.196078
27.396,27396,32.25,11.25,1023.96875,0,0,4,4,5,508.0375,505.35,61133.434,35000.484,0,38.453674,5622.4717,-15.375,0.712,0.748,1015.9055,343.77606,342.5323,347.7561,337.39142,309.61404,134.18416,0,0,0,0,0,0,1,1,0,6,132,105.375,340.95688,76.75049,0,-4.6875,0,0,2628.8796,-15.5,-1,10.196078
27.496,27496,32.25,11.25,1023.96875,0,0,4,4,5,506.0375,503.4125,61159.97,35000.484,0,38.453674,5654.312,-15,0.70000005,0.73200005,1015.9055,341.37146,337.97183,342.69815,333.24554,308.0386,131.81035,0,0,0,0,0,0,1,1,0,6,132,105.375,340.95688,76.92993,0,-4.6875,0,0,2627.8796,-15,-1,10.588236
27.596,27596,32.25,11.25,1023.96875,0,0,4,4,5,504.0375,501.4125,61159.97,35000.484,0,38.453674,5622.4717,-15,0.69200003,0.72400004,1015.9055,338.96686,336.7281,342.6152,330.92386,305.79984,136.72754,0,0,0,0,0,0,1,1,0,6,132,105.375,338.3035,76.87866,0,-4.6875,0,0,2620.8801,-14.5,-1,10.588236
27.696,27696,32.25,11.25,1023.96875,0,0,4,4,5,502.0375,499.4125,61404.08,35000.484,0,38.453674,5651.6587,-14.625,0.708,0.744,1015.9055,339.54727,343.36148,348.83405,337.97183,312.84784,134.4597,0,0,0,0,0,0,1,1,0,6,132,105.375,338.13766,76.69922,0,-4.6875,0,0,2615.8804,-14.5,-1,10.196078
27.796,27796,32.25,11.25,1023.96875,0,0,4,4,5,500.0375,497.4125,61409.383,35000.484,0,38.453674,5617.165,-14.625,0.712,0.75200003,1015.9055,342.28354,346.59525,351.40448,341.86896,311.60406,140.45782,0,0,0,0,0,0,1,1,0,6,131,105.375,338.3035,76.519775,0,-4.6875,0,0,2611.8804,-14.5,-1,10.196078
27.896,27896,31.5,11.25,1023.96875,0,0,4,4,5,498.0375,495.4125,61658.8,35000.484,0,38.453674,5649.0054,-15,0.70400006,0.74,1015.9055,341.20563,340.54227,345.10275,335.9818,309.53113,133.31519,0,0,0,0,0,0,1,1,0,6,131,106.5,337.72308,76.34033,0,-4.6875,0,0,2605.8806,-15,-1,10.196078
27.996,27996,31.5,11.25,1023.96875,0,0,4,4,5,496.0375,493.475,61886.99,35000.484,0,38.453674,5622.4717,-14.625,0.69600004,0.73200005,1015.9055,337.64017,337.55725,343.69315,331.50427,306.1315,136.5156,0,0,0,0,0,0,1,1,0,6,131,106.5,338.55225,76.16089,0,-4.6875,0,0,2606.8806,-14.5,-1,10.196078
28.096,28096,31.5,11.25,1023.96875,0,0,4,4,5,494.0375,491.475,61908.215,35000.484,0,38.453674,5651.6587,-14.625,0.70400006,0.744,1015.9055,338.6352,341.28854,345.76608,336.811,311.2724,133.2516,0,0,0,0,0,0,1,1,0,6,131,106.5,338.80103,75.981445,0,-4.6875,0,0,2600.8809,-14.5,-1,10.196078
28.196,28196,31.5,11.25,1023.96875,0,0,4,4,5,492.0375,489.475,62157.633,35000.484,0,38.453674,5625.125,-14.625,0.70400006,0.744,1015.9055,340.79105,343.85898,349.33154,338.46933,313.42825,139.86436,0,0,0,0,0,0,1,1,0,6,131,106.5,338.80103,75.802,0,-4.6875,0,0,2592.8813,-14.5,-1,10.196078
28.296,28296,31.5,11.25,1023.96875,0,0,4,4,5,490.1,487.5375,62157.633,35000.484,0,38.453674,5656.9653,-15,0.708,0.744,1015.9055,342.86398,342.78107,347.7561,337.88892,311.43823,133.71788,0,0,0,0,0,0,1,1,0,6,130,107.625,335.31848,75.62256,0,-4.6875,0,0,2588.8816,-14.5,-1,10.196078